access:seq,0,0,0.052148,0
access:seq,0,0,0.046885,4
access:seq,0,0,0.059925,8
access:seq,0,0,0.058324,12
access:seq,0,0,0.212542,16
access:seq,0,0,0.207544,20
access:seq,0,0,0.205959,24
access:seq,0,0,0.207336,28
access:seq,0,0,0.187287,32
access:seq,0,0,0.182072,36
access:seq,0,0,0.188816,40
access:seq,0,0,0.186664,44
access:seq,0,0,0.296512,48
access:seq,0,0,0.292684,52
access:seq,0,0,0.283379,56
access:seq,0,0,0.291662,60
access:seq,0,0,0.275626,64
access:seq,0,0,0.276082,68
access:seq,0,0,0.270519,72
access:seq,0,0,0.267968,76
access:seq,0,0,0.293998,80
access:seq,0,0,0.295199,84
access:seq,0,0,0.403609,88
access:seq,0,0,0.293064,92
access:seq,0,0,0.285677,96
access:seq,0,0,0.271007,100
access:seq,0,0,0.277086,104
access:seq,0,0,0.281591,108
access:seq,0,0,0.299222,112
access:seq,0,0,0.308470,116
access:seq,0,0,0.298230,120
access:seq,0,0,0.302161,124
access:seq,16,16,0.052611,16
access:seq,16,16,0.051841,20
access:seq,16,16,0.065203,24
access:seq,16,16,0.058351,28
access:seq,16,16,0.168961,32
access:seq,16,16,0.159293,36
access:seq,16,16,0.158674,40
access:seq,16,16,0.158539,44
access:seq,16,16,0.276760,48
access:seq,16,16,0.268924,52
access:seq,16,16,0.274471,56
access:seq,16,16,0.273874,60
access:seq,16,16,0.289267,64
access:seq,16,16,0.296904,68
access:seq,16,16,0.291153,72
access:seq,16,16,0.288654,76
access:seq,16,16,0.277716,80
access:seq,16,16,0.276578,84
access:seq,16,16,0.279226,88
access:seq,16,16,0.274337,92
access:seq,16,16,0.296151,96
access:seq,16,16,0.305297,100
access:seq,16,16,0.296934,104
access:seq,16,16,0.295693,108
access:seq,16,16,0.275268,112
access:seq,16,16,0.273924,116
access:seq,16,16,0.276442,120
access:seq,16,16,0.276886,124
access:seq,16,16,0.209247,0
access:seq,16,16,0.205339,4
access:seq,16,16,0.205424,8
access:seq,16,16,0.203239,12
access:seq,32,32,0.048813,32
access:seq,32,32,0.048090,36
access:seq,32,32,0.062049,40
access:seq,32,32,0.064610,44
access:seq,32,32,0.293577,48
access:seq,32,32,0.299059,52
access:seq,32,32,0.295060,56
access:seq,32,32,0.287321,60
access:seq,32,32,0.265106,64
access:seq,32,32,0.274084,68
access:seq,32,32,0.275213,72
access:seq,32,32,0.273267,76
access:seq,32,32,0.289542,80
access:seq,32,32,0.298816,84
access:seq,32,32,0.292060,88
access:seq,32,32,0.302875,92
access:seq,32,32,0.277885,96
access:seq,32,32,0.277195,100
access:seq,32,32,0.279248,104
access:seq,32,32,0.271872,108
access:seq,32,32,0.302458,112
access:seq,32,32,0.300047,116
access:seq,32,32,0.298078,120
access:seq,32,32,0.302685,124
access:seq,32,32,0.186640,0
access:seq,32,32,0.241018,4
access:seq,32,32,0.192275,8
access:seq,32,32,0.185690,12
access:seq,32,32,0.164964,16
access:seq,32,32,0.168163,20
access:seq,32,32,0.167354,24
access:seq,32,32,0.163411,28
access:seq,48,48,0.047571,48
access:seq,48,48,0.051747,52
access:seq,48,48,0.063233,56
access:seq,48,48,0.063562,60
access:seq,48,48,0.160411,64
access:seq,48,48,0.162971,68
access:seq,48,48,0.159913,72
access:seq,48,48,0.164353,76
access:seq,48,48,0.270268,80
access:seq,48,48,0.272713,84
access:seq,48,48,0.269803,88
access:seq,48,48,0.265803,92
access:seq,48,48,0.293776,96
access:seq,48,48,0.287428,100
access:seq,48,48,0.295286,104
access:seq,48,48,0.290678,108
access:seq,48,48,0.275508,112
access:seq,48,48,0.271495,116
access:seq,48,48,0.268527,120
access:seq,48,48,0.273094,124
access:seq,48,48,0.292244,0
access:seq,48,48,0.294849,4
access:seq,48,48,0.289638,8
access:seq,48,48,0.297267,12
access:seq,48,48,0.268097,16
access:seq,48,48,0.272147,20
access:seq,48,48,0.270997,24
access:seq,48,48,0.270407,28
access:seq,48,48,0.292680,32
access:seq,48,48,0.301754,36
access:seq,48,48,0.293793,40
access:seq,48,48,0.289534,44
access:seq,64,64,0.048956,64
access:seq,64,64,0.045836,68
access:seq,64,64,0.063353,72
access:seq,64,64,0.060157,76
access:seq,64,64,0.306257,80
access:seq,64,64,0.291439,84
access:seq,64,64,0.300002,88
access:seq,64,64,0.308980,92
access:seq,64,64,0.268704,96
access:seq,64,64,0.266780,100
access:seq,64,64,0.274718,104
access:seq,64,64,0.270554,108
access:seq,64,64,0.298348,112
access:seq,64,64,0.293205,116
access:seq,64,64,0.300485,120
access:seq,64,64,0.295093,124
access:seq,64,64,0.272820,0
access:seq,64,64,0.270396,4
access:seq,64,64,0.273684,8
access:seq,64,64,0.269797,12
access:seq,64,64,0.296129,16
access:seq,64,64,0.288551,20
access:seq,64,64,0.293200,24
access:seq,64,64,0.286933,28
access:seq,64,64,0.269181,32
access:seq,64,64,0.271043,36
access:seq,64,64,0.274600,40
access:seq,64,64,0.268153,44
access:seq,64,64,0.165934,48
access:seq,64,64,0.163826,52
access:seq,64,64,0.167890,56
access:seq,64,64,0.165047,60
access:seq,80,80,0.048036,80
access:seq,80,80,0.046323,84
access:seq,80,80,0.066342,88
access:seq,80,80,0.060594,92
access:seq,80,80,0.168495,96
access:seq,80,80,0.162054,100
access:seq,80,80,0.165049,104
access:seq,80,80,0.159085,108
access:seq,80,80,0.182693,112
access:seq,80,80,0.183387,116
access:seq,80,80,0.186568,120
access:seq,80,80,0.182894,124
access:seq,80,80,0.299938,0
access:seq,80,80,0.290665,4
access:seq,80,80,0.298167,8
access:seq,80,80,0.294935,12
access:seq,80,80,0.271861,16
access:seq,80,80,0.274548,20
access:seq,80,80,0.268080,24
access:seq,80,80,0.270731,28
access:seq,80,80,0.295364,32
access:seq,80,80,0.290941,36
access:seq,80,80,0.295941,40
access:seq,80,80,0.292114,44
access:seq,80,80,0.272803,48
access:seq,80,80,0.266365,52
access:seq,80,80,0.265710,56
access:seq,80,80,0.271832,60
access:seq,80,80,0.288576,64
access:seq,80,80,0.296465,68
access:seq,80,80,0.357607,72
access:seq,80,80,0.295318,76
access:seq,96,96,0.047721,96
access:seq,96,96,0.049197,100
access:seq,96,96,0.059223,104
access:seq,96,96,0.057552,108
access:seq,96,96,0.205397,112
access:seq,96,96,0.212461,116
access:seq,96,96,0.209052,120
access:seq,96,96,0.214557,124
access:seq,96,96,0.275015,0
access:seq,96,96,0.273934,4
access:seq,96,96,0.282146,8
access:seq,96,96,0.271835,12
access:seq,96,96,0.302651,16
access:seq,96,96,0.294603,20
access:seq,96,96,0.299000,24
access:seq,96,96,0.297297,28
access:seq,96,96,0.270591,32
access:seq,96,96,0.272234,36
access:seq,96,96,0.281259,40
access:seq,96,96,0.272019,44
access:seq,96,96,0.301760,48
access:seq,96,96,0.298647,52
access:seq,96,96,0.292444,56
access:seq,96,96,0.288747,60
access:seq,96,96,0.273310,64
access:seq,96,96,0.272380,68
access:seq,96,96,0.268541,72
access:seq,96,96,0.272251,76
access:seq,96,96,0.167347,80
access:seq,96,96,0.160957,84
access:seq,96,96,0.164712,88
access:seq,96,96,0.170477,92
access:seq,112,112,0.048529,112
access:seq,112,112,0.049560,116
access:seq,112,112,0.059403,120
access:seq,112,112,0.061813,124
access:seq,112,112,0.300281,0
access:seq,112,112,0.297367,4
access:seq,112,112,0.300711,8
access:seq,112,112,0.303036,12
access:seq,112,112,0.278663,16
access:seq,112,112,0.275462,20
access:seq,112,112,0.274074,24
access:seq,112,112,0.281479,28
access:seq,112,112,0.301013,32
access:seq,112,112,0.298300,36
access:seq,112,112,0.300022,40
access:seq,112,112,0.295578,44
access:seq,112,112,0.268904,48
access:seq,112,112,0.266870,52
access:seq,112,112,0.269831,56
access:seq,112,112,0.269779,60
access:seq,112,112,0.299338,64
access:seq,112,112,0.296211,68
access:seq,112,112,0.296546,72
access:seq,112,112,0.294088,76
access:seq,112,112,0.192674,80
access:seq,112,112,0.187611,84
access:seq,112,112,0.188710,88
access:seq,112,112,0.185523,92
access:seq,112,112,0.212281,96
access:seq,112,112,0.209976,100
access:seq,112,112,0.213236,104
access:seq,112,112,0.209499,108
